instance,status,variables,clauses,conflicts,decisions,propagations,memory_mb,cpu_time_s
de5aefa0e88c0839a7d6ac6ff4245c57-unif-k5-r21.3-v75-c1597-S602837755-005.UNKNOWN,TIMEOUT,75,1597,6073017,6924224,83811485,11.34,59.9948
d0d2b062f4df5b02985ee7367b0fec5e-unif-k3-r4.26-v500-c2130-S31329941-054.SATISFIABLE,TIMEOUT,500,2130,3684608,4662191,256974622,14.64,59.9878
bffe864bce727b082fc643422f21b8cc-gt-014.shuffled-as.sat05-1290,UNSATISFIABLE,196,2288,12615,17699,174365,11.05,0.058675
7f4a7c4718e49fcfef336b8c52e4fbec-unif-k7-r87.79-v122-c10710-S3248100599014039203,TIMEOUT,122,10710,2038739,2475190,32382370,25.94,59.9593
aa12995a9cb4c307ec313fb1ac01a993-fdmus_b21_247,UNSATISFIABLE,5571,15452,23192,67970,1921195,13.12,0.30663
6a40075f05cad6b70e15a2186872147a-unif-c800-v400-s1977008968,SATISFIABLE,400,800,0,123,185,10.91,0.001087
d93ae02886fe2bfb8a43f68827225610-170201902,TIMEOUT,321,1123,4536697,5700194,244425289,12.77,59.9468
de7a6b03999e2bc5bd750831c2662a4d-noL-11-18.sanitized,TIMEOUT,1419,7821,2788877,3905117,111189827,26.02,59.931
5f3bc01bae5f8ba2032b794addd94f77-bench_5978.smt2,UNSATISFIABLE,5074,17672,2726,6309,151902,13.27,0.045478
16ad0f4e6759ead8d0cff5349f0136a2-PRESENT_round_1-32_faultAt_29_fault_injections_1_seed_1579630418,TIMEOUT,19612,61887,249147,543965,270145746,96.33,59.9371
00d0eef039aa1f9cf1cf2647a58fe313-unif-k4-r9.121-v8800-c80265-S4104809886357711891,TIMEOUT,8800,80265,379752,1985014,157657849,387.75,59.6209
1088a0377ff758ad610996b040982062-bench_9094.smt2,UNSATISFIABLE,4570,15360,2784,8273,143152,12.71,0.039474
db1905e1d74befc396c4ced0a26a4742-WS_500_16_90_70.apx_2_DS-ST,TIMEOUT,1000,13500,776170,1059308,124157841,30.34,59.9597
7a3aeb9c4a0c323cef78493aaf2271b0-bench_4208.smt2,UNSATISFIABLE,3223,10846,108434,141488,8114459,12.34,1.66826
374e8cf3bcffbc0850ab2ec2d7240b41-unif-k7-r87.79-v159-c13959-S1553474720339832474,TIMEOUT,159,13959,1641594,2052234,31455989,41.61,59.953
99ad93fc5e796a2e617e420f907aaa88-harder-php-025-024.sat05-1191.reshuffled-07,TIMEOUT,600,7225,311495,755185,5685866,65.63,59.923
24a6f26c8979387bfb3e84f686cb9e19-fdmus_b21_502,UNSATISFIABLE,4245,11649,14412,42541,971781,12.49,0.171056
4b7b7f777e8f7bdfcb561af1cc0a3162-fdmus_b15_310,UNSATISFIABLE,7161,20432,8669,15140,1949571,13.67,0.287434
c7c11649a58fc7667a232e182fc91191-ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1579630418,TIMEOUT,7669,26902,1950420,2863631,180732439,62.3,59.9119
cb521a59d61fa5e4e821f393282a1b79-rbsat-v1150c84314gyes2,TIMEOUT,1150,84314,392456,751850,39124384,115.21,59.7616
7e99160b8bc136cb97651df47d4e489a-hgen2-v700-s548148704,TIMEOUT,700,2450,2696126,3675505,243653763,18.44,59.9809
958f324061521c3e475bd5e1e2cf6a0f-unif2p-p0.9-v1170-c4235-S2131244303-19-SAT,TIMEOUT,1170,4234,2069780,2760479,271905787,17.76,59.9732
ff92e188666f7bf2b88b550a12077433-clqcolor-10-07-09.shuffled-as.sat05-1258,TIMEOUT,205,3934,4282025,5732888,75714740,24.45,59.9854
c76fa62a52285059d67e9452d1de316f-bench_3292.smt2,UNSATISFIABLE,5559,18777,2141,6606,151213,13.4,0.037467
8d9ceae0a481ed4d905540d1cab3e579-fla-qhid-500-2,SATISFIABLE,500,2750,57824,74877,3765153,11.04,0.723201
07b7859003d84402cbb1ebdc37655d55-6s186_Iter20,TIMEOUT,12921,44490,690360,1226416,409334892,58.33,59.9399
7799552b19a09e71c6bb4b22c2b9811a-unif-k7-r85-v180-c15300-S94225360-10,TIMEOUT,180,15300,1572728,2013745,33060238,40.03,59.9483
ed76b075cdf07435c6e4f6203dd10cb7-SCPC-700-88,TIMEOUT,700,27527,194147,491022,10047723,110.08,59.6941
c2250d305a7aee4ece37b77ac8bd9318-bibd-19-57-9-3-1_glb,TIMEOUT,18411,85082,244899,2014143,55692041,483.32,59.6468
a63511532fcf1f6e97970dd2decb631f-fdmus_b22_588,UNSATISFIABLE,2937,7965,16207,32039,1184837,11.93,0.196601
87299adce23f0c548828035764f38f24-unif-c1075-v250-s2065383550,UNSATISFIABLE,250,1075,528076,638215,22665218,10.91,4.61454
2bb28b681b47bbf1bc314ade967e3b80-unif-k5-r21.117-v440-c9291-S7180882663174638018,TIMEOUT,440,9291,1791736,2542921,84396289,35.81,59.9675
3c699e21daeedc5ae2797e36968a7058-shuffling-2-s376420895-of-bench-sat04-984.used-as.sat04-1000,UNSATISFIABLE,10758,28439,5779,16288,817678,14.76,0.141854
9a2f1ca1c664bbee7914419450c114d1-Q3inK09,SATISFIABLE,36,15120,0,27,36,13.25,0.196649
494ff75aa116059d5086b7997a599ea0-unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN,TIMEOUT,150,12750,1876026,2335219,34583109,39.1,59.9527
221a8e5ed07f9fa0f19f67cbd52e78ad-fla-qhid-380-4,SATISFIABLE,380,2090,2041,2675,106308,11.04,0.018853
b99d3a77d5e3d9056e844b4871c1e21f-unif-k3-r4.2-v6000-c25200-S1629487320-053,TIMEOUT,6000,25200,690568,1562552,253068474,117.65,59.8495
a50f47f4f7b94f8291e2a9027bb77bc1-3col80_5_1.shuffled,SATISFIABLE,160,664,6,16,491,10.91,0.000566
42c517fbeacff62c4262bff30ee73406-gencnf-k8-r180-v80-c14400-03-S1976333176.shuffled-as.sat03-1805,TIMEOUT,80,14400,1770330,2052536,19150057,30.36,59.9324
bae8fb730bf797ccab69db236f7fdb29-unif-k5-r20.275-v1280-c25952-S56628693062986075,TIMEOUT,1280,25952,881215,1763154,87082653,117.16,59.6956
ab39937e00fb63e9db881586ad72caec-fdmus_b21_132,UNSATISFIABLE,3759,10366,13644,29189,911565,12.32,0.155553
56f1145284f9274aa477f044975f7d2a-hgen2-v450-s1892026637,TIMEOUT,450,1575,3734391,4838335,252105444,14.59,59.9942
e651b47c984a4e38a559dc57ec3823ba-OKgenerator_s0=32s1=24n=120l=7cp=10200-Dnr0=0nr1=7-o.shuffled-as.sat05-1589,TIMEOUT,120,10200,2005185,2432600,31555195,32.89,59.94
0c625c6cb39d9c4fd18d76bf3714fbcb-fla-350-0,SATISFIABLE,350,1543,2385752,2915182,126681954,10.91,30.5786
3019b08b7798697fe2a4557f469ba6c3-unif-k7-r87.79-v100-c8779-S5805136861424265470,TIMEOUT,100,8779,2163621,2560628,29793973,24.42,59.9731
ca28f0260c5fffd88ea4d0f9d37ca6ce-okgen-c1750-v350-s135580461-135580461,UNSATISFIABLE,350,1750,1920553,2331429,95280964,10.91,24.1865
ce9490fdb1c52b1810e74852c0125717-em_7_3_6_all,SATISFIABLE,1473,30387,52842,180687,5319082,32.54,2.21646
f7338c8e21a9a65df77afd3fb01dd950-Schur_161_5_d31,TIMEOUT,764,28354,859464,1234697,48118394,51.11,59.9563
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled,TIMEOUT,520,6959,1703602,48963632,103152285,29.02,59.9653
94ec53c48fe813b9cc8d6e0eef4feada-fdmus_b17_1295,UNSATISFIABLE,6729,19211,8327,13728,1831894,13.63,0.260624
4367b00f924baf1032fdf7e6a144e1b4-bench_11077.smt2,UNSATISFIABLE,3190,11022,573,1392,32520,12.15,0.018959
776dc794adfd0aaafda9d7d17dd31bc7-4col120_9_8.shuffled,TIMEOUT,240,2131,4899826,7019291,174658463,12.36,59.9586
678a9ef6480e155f8b2dd6de15c1af85-connm-ue-csp-sat-n800-d0.00-s547693512.used-as.sat04-940,TIMEOUT,772,9457,1222722,1364271,193698919,18.66,59.9773
94924683df1417116678b7357c0b7bb7-unif-k3-r4.25-v400-c1700-S125259973-020,TIMEOUT,400,1700,4205653,5208128,254001074,12.45,59.9894
2a84f1393797a1607a444948b86984c1-x9-10092.sat.sanitized,TIMEOUT,500,4499,1724553,2236926,179522824,14.83,59.9785
57391221565790febebbc1105fc06218-bench_1979.smt2,TIMEOUT,21680,69833,804088,1331959,325148138,83.88,59.9197
abe250aab51014007cda436838152bf8-unif-k6-r40.0-v400-c16000-S7187600502190115439,TIMEOUT,400,16000,1347122,1951639,54075944,53.17,59.9428
12b4a08e412a3bffb513ca65639c7c69-Folkman-175-7416734.sanitized,TIMEOUT,15222,18688,1151698,5973885,220389409,78.58,59.837
d07b717548b8c9c1477dd7f4a650bdf7-544707209399nc.shuffled-as.sat03-1670,TIMEOUT,4404,17335,587805,679295,296543191,25.41,59.9708
c9d1ee00658377323e9c448788a6d56f-unif-k5-r21.3-v90-c1917-S1040456712-073,SATISFIABLE,90,1917,4078721,4732411,63779975,11.28,48.6194
f3a19756b536f6712672223864bd1a8a-unif-k3-r4.25-v420-c1785-S531507935-068,TIMEOUT,420,1785,3938530,4891662,240574619,12.71,59.9914
493a59a50c2de1fb1ca2b05aee2cca80-fdmus_b17_1332,UNSATISFIABLE,8925,25624,5751,9684,1511370,14.5,0.200523
62d99c9a4d1fe9211f3e38b1ac454704-shuffling-2-s757623650-of-bench-sat04-428.used-as.sat04-705,TIMEOUT,4584,42068,850092,2132704,171478971,145.5,59.8032
3b1e23811aa4bff23d02f9ee17140060-bench_2395.smt2,SATISFIABLE,20515,69181,492718,768855,244745138,54.13,48.005
3852e69c0548f7515dc04e0dab0db7e8-okgen-c2975-v700-s854914539-854914539,TIMEOUT,700,2975,2835691,3684618,244212012,17.43,59.9763
748dc5b993384a4b6de7cd91f7bfd755-unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN,TIMEOUT,2500,10500,1196439,1934856,240725560,45.83,59.9102
92c8105917184fa6adfa49f17d43f9d6-unif-c2940-v700-s925371735,TIMEOUT,700,2940,2892164,3788154,254984830,17.56,59.9666
97ef5e141461d064e1eb89d617a3a3a7-fdmus_b14_292,UNSATISFIABLE,3753,10293,14164,46272,1351603,12.36,0.198822
dd871dcfc8b837cd848d253dff26a478-unif-r3-v500-c1500-01-S1216319912.shuffled-as.sat03-1095,SATISFIABLE,500,1500,30,210,2752,11.04,0.004177
b004a860aa472a75b393c9fa934d409f-6-3-8,TIMEOUT,5903,90696,245880,478991,88452886,102.17,59.895
4cd1e40dc277f1b09429f0bd4a502888-bench_4940.smt2,TIMEOUT,21680,70083,682680,1129057,321518901,88.99,59.9112
eefcd0e28a0747366b3480cda341784f-MUS-v310-3,TIMEOUT,310,1078,5064763,6171507,261712247,10.91,59.9883
ea0f91f6bf97e081e06c74631a5f524f-x9-11047.sat.sanitized,SATISFIABLE,550,4957,181875,257873,20700493,11.21,5.15241
5f6c228a92fad66e36f9de4b4c7e0d8e-unif-k5-r21.117-v350-c7391-S6288900680238461676,TIMEOUT,350,7391,1949262,2659172,78324874,30.76,59.9762
78d8d57fba6288e5a76639e949875c77-dead-dnd005.shuffled-as.sat05-3111,TIMEOUT,502,11106,1359962,1590144,109320955,22.65,59.9525
23daec2c71ce3c1e346e6042f3dc42eb-mdp-32-14-unsat,TIMEOUT,979,5556,1895077,1999380,467109304,15.35,59.9768
0fa28db92de1b06953c018451455d746-unsat-pbl-00150.sat05-1328.reshuffled-07,UNSATISFIABLE,552,30973,0,0,27,14.59,0.38979
0b3fda895164dcb82aad495c5d82178a-unif-k7-r89-v70-c6230-S167199451-11.UNSAT.shuffled,TIMEOUT,70,6230,2922758,3328287,31072612,20.39,59.9925
91940d81ce7c1574a322867034d53270-bench_2858.smt2,TIMEOUT,28489,95204,584732,956285,292433385,90.52,59.9067
45fc926d5647441fba9ee5553bf80bc8-sgen1-sat-180-100.cnf.mis-143.debugged,TIMEOUT,25777,51517,1230903,1783545,296255157,43.82,59.9514
f890cf3a4eae607e2f625fa57f95f702-okgen-c1800-v450-s1346056439-1346056439,SATISFIABLE,450,1800,2968001,3734009,194033676,12.57,45.179
d328c11941d27fcabc1688663bdc64ea-erin2_0x1e3-216,TIMEOUT,5031,54888,1074675,2148964,250509244,35.95,59.9435
a85db7ae2d8ab543d6c166607d7af3fa-mp1-bsat192-689,UNSATISFIABLE,192,689,6387164,7712650,238605233,10.91,55.1481
f273d5eed24fda172930b3b117b63755-x9-12060.sat.sanitized,TIMEOUT,600,5401,1602640,2164551,191681462,19.41,59.9813
a05cbc43bebd217c3fd5e19af816e2cd-or_randxor_k3_n610_m610.sanitized,TIMEOUT,1220,8215,4815196,13304058,123419243,29.41,59.9869
6088330795d3439f27e8c1df4a1936ec-unif-c1290-v300-s1172855878,SATISFIABLE,300,1290,1454688,1772038,71968610,10.91,15.9261
f776baea7c21d1857aa0c6afce380949-bench_1133.smt2,TIMEOUT,25148,84067,620106,1053662,288282735,90.98,59.8942
4916d9188363fd4ab4e1f6723ee0034b-fdmus_b22_114,UNSATISFIABLE,5793,15978,31775,72814,2273238,13.09,0.405307
50a8878e272e023965c30f5dc5c495fd-SC22_b22_1.bench,UNSATISFIABLE,18118,55153,0,0,1460,16.33,0.021184
316510bacac492054706281e293b09f1-okgen-c2275-v650-s1183354606-1183354606,SATISFIABLE,650,2275,461,995,43309,11.05,0.007908
02223564bd2f5c20768e63cf28c785e3-mp1-squ_ali_s10x10_c39_abio_SAT,TIMEOUT,1672,5207,2250074,2934154,312006583,19.85,59.9408
6d3ad06ffc07d1a5972664f33ba87637-fdmus_b15_499,UNSATISFIABLE,9540,27149,878,1451,383278,14.55,0.070372
d5234444b8633216f6a3b40c88e2e6bc-Urquhart-s3-b4.shuffled-as.sat03-1557,TIMEOUT,49,572,20141688,30542106,115045115,10.91,59.9676
3716b5c83e21e7942ad97ea9e6edcb91-unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE,TIMEOUT,50,4450,3597335,3983535,30165629,16.09,59.9921
eb6ee5f87c7845542c5ce5284179131a-unif-k7-r89-v60-c5340-S108799362-035,TIMEOUT,60,5340,3068030,3449859,29306054,15.62,59.9831
2fd52ba202d647276a3b6e4c5bb6b984-x9-07045.sat.sanitized,SATISFIABLE,350,3153,71411,93110,5881504,11.05,1.30075
5cf1552b0d00cc5f6cf914e93df5e9f6-unif-k5-r20-v1000-c20000-S1950850246-038-UNKNOWN,TIMEOUT,1000,20000,1040871,1837600,86988584,93.33,59.8995
694a5a54fd830b1b8ac82484241cf5e2-dlx2_aa,UNSATISFIABLE,490,2790,1056,2870,37516,11.04,0.009434
9da5ac8c85d8a5ff3d81cd40004cf4b7-ER_500_20_4.apx_2_DC-AD,TIMEOUT,1002,76023,248247,451217,20768905,114.34,59.8711
a6a68ebc493fa16402d5269f0cd61abe-unif-k6-r43.37-v200-c8674-S721703781734835771,TIMEOUT,200,8674,2052143,2636023,50546833,25.85,59.9807
9421f2f63e63850f146c2e2d9413820c-aloul-sr06-chnl10-13,TIMEOUT,260,1586,3012254,3616893,47742785,13.0,59.975
f0808fe12327f635d2c3b3aa2196035f-unif-k5-r21.117-v455-c9608-S8034419713072743778,TIMEOUT,455,9608,1617989,2301938,78119950,35.73,59.9495
ecc1540e0da01497cb01a929ab2b4381-bench_5516.smt2,UNSATISFIABLE,5066,17195,2045,6981,115476,13.06,0.034431
45e3dcdb0d691fa9ba230d3c18dd35b3-okgen-c2100-v500-s566878928-566878928,TIMEOUT,500,2100,3686642,4639228,249898857,14.09,59.9707
c21096fa2f550785c33dc862d83bc941-case17.normalised,TIMEOUT,550,4949,1637264,2166224,183456653,16.5,59.9878
dda11c99732978f849fa2378d2742ae9-unif-k6-r42.022-v280-c11766-S2530772615699236122,TIMEOUT,280,11766,1630996,2194677,50964164,42.07,59.9622
59ad66d2b483fd22af8e75e03e854fd4-unif-k3-r4.26-v700-c2982-S157016908-041.UNKNOWN,TIMEOUT,700,2982,2862148,3720232,243519860,17.8,59.9622
d8ff67f70b7b336c04b693b216e26754-fla-komb-540-1,SATISFIABLE,540,2811,2852725,3573768,186782438,14.88,49.4902
9934cfcba792b2967401a5edfc555ae7-battleship-12-23-sat,SATISFIABLE,276,1662,406,1252,7740,10.91,0.006684
cfd1346d0bd598be135475ecd856eb9e-icosahedron.shuffled-as.sat03-1438,UNSATISFIABLE,30,192,202690,314023,1003687,10.79,0.330984
5d1c8ab90943b3ddd9409de4910d7c95-fla-qhid-200-5,SATISFIABLE,200,1100,219,282,7351,10.91,0.002572
bf376371d7ed9189be848b5fbce7abea-unif-r4.25-v550-c2337-10-S489037386.used-as.sat04-70,TIMEOUT,550,2337,3422649,4367416,248712028,14.97,59.9818
b4a1ad7a54baf6040c7b5c715925c27e-unif-k4-r9.931-v159-c1579-S2902785041490344356,TIMEOUT,159,1579,5058044,6022418,134580611,11.94,59.9745
d62cd0b2d80c223f37a277dde1cce2e8-unif-k5-r20.275-v1280-c25952-S4579597552552202689,TIMEOUT,1280,25952,875051,1743831,86147759,117.18,59.7001
36cb5449fb97de67fa6031a73ea1f5e6-rbsat-v945c61409g10,TIMEOUT,945,61409,303470,514862,34250893,113.82,59.8684
643177c8894fb688f20e6ce8d3f4bb70-x9-10028.sat.sanitized,SATISFIABLE,500,4499,1068137,1407474,111366079,14.83,34.8122
95bb75b5ed3f63de357b4d406f0359d9-homer07.shuffled,UNSATISFIABLE,198,1012,1106746,1316752,14215110,10.91,13.3039
1d8ba32a4ced58e32e4e5458b58dfc72-4col260_9_6.shuffled,TIMEOUT,520,4630,3378571,12165981,182573696,21.51,59.9364
9fb91d0c200f62858f9833b450a74dca-gencnf-k10-r720-v38-c27360-02-S1092725406.shuffled-as.sat03-1719,SATISFIABLE,38,27360,1016918,1099307,5571655,31.47,46.5851
0f09ab9ee9e42536438c6cbe9679a9b5-glassyb-v600-s1215621977,TIMEOUT,600,2800,3019639,3951132,233403073,19.38,59.9311
25646a739e9b5b45c0a4253c75c7bfd1-unif-k4-r9.121-v8800-c80265-S8316123604697697234,TIMEOUT,8800,80265,358312,1906025,148552656,386.17,59.5577
daa9de1370944c73a36beb7a4e30cce7-fphp-035-029.shuffled-as.sat05-1221,TIMEOUT,1015,31500,603214,1338902,14847195,209.68,59.5631
ba7322422ec6cc6b493c930d50f2de38-fdmus_b17_841,UNSATISFIABLE,8034,22841,10116,18160,2435899,14.12,0.322771
aeb2f2671852324a90215230b61126f7-4col260_9_9.shuffled,TIMEOUT,520,4636,3407341,12409174,184271618,22.85,59.966
9632143b15027a285d8bc9776ed7bc97-unif-k5-r20.876-v580-c12108-S6341769005917627373,TIMEOUT,580,12108,1376685,2060131,78646006,46.1,59.9321
8027b8da486161b21f9ed6a1d66ed23a-fdmus_b17_419,UNSATISFIABLE,3105,8464,10013,15072,1270429,12.1,0.202877
d0478dcb9b05049cfd3f1a68f7622ba2-unif-k3-r4.2-v14000-c58800-S310111511-029,TIMEOUT,14000,58800,408655,1548317,265541782,165.84,59.6471
e3df9d9dd124248306903d06068ba7bf-unif-c1912-v450-s669590537.shuffled-as.sat03-1711,TIMEOUT,450,1912,3963840,4937780,253496978,12.87,59.9746
182e9fe8ef2a85945f0c9f87b669f572-grid-pbl-0080.shuffled-as.sat05-1344.shuffled-as.sat05-1344,UNSATISFIABLE,6480,12720,0,0,4,12.99,0.021827
7a724c1b410a1c366b57a43d468c4d22-unif-k7-r86.116-v160-c13779-S153169687379247323,TIMEOUT,160,13779,1683012,2112127,32380966,43.05,59.9622
c1558a945547d79f8c0ab8087e1775d0-unif-k5-r20-v600-c12000-S793374232-15,TIMEOUT,600,12000,1453716,2215760,85449932,60.79,59.8801
0d92682f54d602451eeae3e220b76f82-x9-11073.sat.sanitized,SATISFIABLE,550,4956,244844,337138,27717357,11.22,7.1924
2fb8168689d11dbaaddc30b5aeec9c46-fla-komb-520-4,TIMEOUT,520,2707,3512778,4382566,224536185,15.31,59.9784
d5acef3b0cd1c45392ff7e5ff1225143-rbsat-v1150c84314gyes4,TIMEOUT,1150,84314,382565,740859,44660763,115.2,59.8268
cc8f9bc6255d0afbcdff11faf420d887-okgen-c1400-v400-s1398668877-1398668877,SATISFIABLE,400,1400,92,226,5792,10.91,0.002829
09cc1584b7eca98c2fcb537d33f05e74-unif-c1260-v300-s93042610,SATISFIABLE,300,1260,57118,71412,2941741,10.91,0.5123
b7f224395099de9ed0b29db0ff4f2941-unif-k3-r4.25-v500-c2125-S799705985-049,TIMEOUT,500,2125,3690006,4657626,255435347,14.22,59.9677
130c534cf7448433b39ce2aa438484db-SGI_30_60_30_30_2-log.shuffled-as.sat03-133,TIMEOUT,150,59837,2284252,3271004,12622856,57.13,59.9551
642af293e4905ddfc0a6717e3e1bbf56-qg7-12.shuffled,UNSATISFIABLE,1728,64467,3161,4254,587963,15.02,0.178073
4dd02416b13b86ae036dfa071eadd9e0-bench_11378.smt2,UNSATISFIABLE,12205,42713,89048,117527,8736358,19.17,2.49028
b2dc318d919286f9bdaf8b2dc8ff66b8-bench_7433.smt2,UNSATISFIABLE,3197,11049,518,1395,29048,12.25,0.016692
f044b1cc1fd3f6407b3537cca495f7c1-Urquhart-s4-b3.shuffled,TIMEOUT,76,598,19542101,30782115,122177965,10.91,59.9773
ab629dbfc7a871f762beebf3a1d0c448-fla-barthel-320-4,SATISFIABLE,320,1376,9537,12221,490738,10.91,0.08112
3d7ab8c343529787eea949878de6ed83-unif-k3-r4.2-v6000-c25200-S1490060417-003,TIMEOUT,6000,25200,737195,1636453,269372434,113.09,59.8674
ef129c2bd48dd27e5d20e5d10bcc42d9-2pipe_2_ooo_q0_T0,UNSATISFIABLE,895,6560,10274,23591,700297,11.49,0.103401
310395b8f830276b49180f8b59c49eb6-okgen-c3250-v650-s1499314776-1499314776,TIMEOUT,650,3250,3004328,3829465,227559541,18.28,59.9841
e7bb3ecd36cf994dba52956016e38231-rand_net50-30-5.shuffled,UNSATISFIABLE,3000,8882,272781,452169,64972243,13.85,10.5362
50e9f754408cd197a88e1da71bfe2c95-unif2p-p0.7-v5500-c14685-S1517457236-16-SAT,TIMEOUT,5500,14684,898875,1313571,362256124,31.02,59.9382
a5275ddb6c4e1b62010f38631a6f62a3-unif-k3-r4.25-v380-c1615-S1694258328-099,TIMEOUT,380,1615,4358511,5406168,248182958,12.28,59.9921
b043968ec004b4ac19eb31926c24d22c-mdp-36-11-unsat,TIMEOUT,1248,7165,1344675,1435530,472097634,21.68,59.9441
faeb113864d97ea4cb3f01f95d2fe92f-SCPC-800-44,TIMEOUT,800,33695,219649,549759,12525137,115.61,59.7753
7c7584b792aba1305b2b640feae8b70b-unif-k3-r4.25-v480-c2040-S1338462531-082,TIMEOUT,480,2040,3746619,4727398,254086700,13.97,59.9771
fd2d9bcc391eb911b99ac9c998da3b69-unif-k5-r21.117-v490-c10347-S5526178878553370365,TIMEOUT,490,10347,1640571,2363944,83160903,40.12,59.9562
2001762ff66aa6082bd06eb3a03d582f-unif-k3-r4.26-v650-c2769-S1894319588-015.SATISFIABLE,TIMEOUT,650,2769,3061875,3956416,250337196,17.03,59.9747
b9584d8d1400b3b0c34915be045f3b36-unif-c1680-v400-s948862108,TIMEOUT,400,1680,4206436,5222432,255603721,12.45,59.9512
df75c5f3a8578e6ffdec825877c4d82a-fla-komb-400-4,SATISFIABLE,400,2082,97575,122466,5375030,11.04,1.07451
91e0db01b254eb78f6643328045bfeb9-sted5_0x1e3-20,TIMEOUT,1841,35888,1040907,1892390,127229292,83.09,59.9314
08dbd282e24f5e667582a926563f9d88-bench_5070.smt2,SATISFIABLE,21591,69671,95692,189560,34621350,33.08,5.72437
0e89b0f96c99f1a6aaaf66c3ae805919-SCPC-500-15,TIMEOUT,500,15388,528163,832095,36817151,27.62,59.9415
d953484ffed4ab8858bf03c379dca465-unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN,TIMEOUT,400,1704,4152836,5139510,243865052,12.47,59.9911
e16217e6a1c549820cfc6e32a5d2c964-bench_3406.smt2,UNSATISFIABLE,4693,15908,2682,7434,178665,12.71,0.041391
8ade4374747d6e07ce5327ffd5cff6f4-unif-k3-r4.26-v550-c2343-S720541313-052.UNKNOWN,TIMEOUT,550,2343,3341000,4268764,241805179,15.2,59.9781
4945f3566714e47792e7e83cbd72ae33-unif-k3-r4.26-v450-c1917-S1008065350-031.UNKNOWN,TIMEOUT,450,1917,3901203,4883111,248705416,12.71,59.9755
518baf9271c095fd01074c3ce98a1441-stb_588_138.apx_1_DS-ST,TIMEOUT,1176,13472,823610,1115894,143363893,22.13,59.9496
824cd6f379c23cc863e501e397092cb9-BubbleVsPancakeSort_7_7,TIMEOUT,4367,15918,1571194,2415364,360576415,32.09,59.9265
c110af68a79fe83c2a4c28d249c3e1bb-unif-k4-r9.931-v175-c1738-S5958750639815058731,TIMEOUT,175,1738,4709158,5681432,133773678,12.45,59.9902
83628f8fe950fde6e67a24f9eb18c884-x1mul.miter.shuffled-as.sat03-359,TIMEOUT,8760,55513,885846,1927254,367634104,88.38,59.9264
b72aea52992e68c4a7e60ec84d6494c5-ssAES_2-2-4_round_8-10_faultAt_8_fault_injections_2_seed_1588239689,SATISFIABLE,1309,4437,25143,30807,1686070,11.32,0.375544
2b8cbbd29404a05b4f7caa010e5fa505-fla-550-6,TIMEOUT,550,2425,3377871,4308496,246655275,14.83,59.9324
5c818886c2ab5d0568dc44b017282a5e-fdmus_b17_860,UNSATISFIABLE,4533,12628,1844,3698,380774,12.76,0.059674
214e296bcd28830ca8083c7ee54f52f8-bench_1949.smt2,TIMEOUT,28489,95177,590568,997694,311719971,79.62,59.8988
839f9d9879e6dfffdf12fc1f2f4f9546-linvrinv9.sat05-568.reshuffled-07,TIMEOUT,2754,9154,984357,1641486,314319902,28.8,59.9463
1afc848ba120809d785fcbc4bb64d92f-unif-k7-r89-v90-c8010-S64052796-033.SATISFIABLE,TIMEOUT,90,8010,2296310,2678854,29339730,22.36,59.9751
ad2707c996bf5352adf6652f3ee5b62e-unif-k5-r21.3-v50-c1065-S827703138-064.UNKNOWN,UNSATISFIABLE,50,1065,209634,234254,2195441,10.91,1.31008
2de2fae0ba0682cdde41af2216550302-SGI_30_60_28_50_8-dir.shuffled-as.sat03-128,TIMEOUT,840,77656,142985,280977,12905837,120.03,59.8574
ef330d1b144055436a2d576601191ea5-crn_11_99_u,TIMEOUT,1287,2332,7208868,10306617,305669632,18.17,59.9769
7314d9404b4a762965dc48cd5ff14749-driverlog5_ks99i.shuffled-as.sat05-4022,SATISFIABLE,1217,26523,33,142,2994,12.73,0.038606
3c2150f3f8a24bb6ee48615c0dce8544-fla-barthel-420-4,SATISFIABLE,420,1806,1008248,1266641,63913661,11.05,13.3496
822cf4daaa4e1d16ad53d088ff567f32-RoundRobin_n15_d13,TIMEOUT,1365,26040,891806,1066935,35146456,66.45,59.9572
6f64291d9d8e9d6e8dac003292aee7ed-hgen2-v400-s161064952.shuffled-as.sat03-1681,TIMEOUT,400,1400,4084004,5233972,255001171,13.91,59.9747
fe89072915c3c59412228915674531d4-unif-k3-r4.25-v540-c2295-S1916548023-003,TIMEOUT,540,2295,3621357,4601829,267251108,15.07,59.9891
4a78767c3a867d3b1b8381edb4f650ea-SGI_30_60_23_50_8-log.shuffled-as.sat03-117,TIMEOUT,115,45796,2347001,3192438,14066952,44.3,59.9636
c978a0bb052660020e4739ed163a6188-26_0,TIMEOUT,4288,14208,460944,521656,349167529,24.07,59.9871
5bf70209a3e832543c8f3b0059d39172-jgiraldezlevy.2200.9086.08.40.194,TIMEOUT,2200,9086,1569513,2577352,331558302,21.49,59.9648
