instance,status,variables,clauses,conflicts,decisions,propagations,memory_mb,cpu_time_s
953dde526066e1354344451501ba2f55-mod2-3cage-unsat-9-17.shuffled-as.sat05-2592,TIMEOUT,87,232,22191566,33483193,204614222,10.91,59.9915
89e1ed14e149ef99d5dc79ec84172819-balancedhidden-k3-n648-pos5-neg5-03-S411546238.shuffled-as.sat03-902,TIMEOUT,648,2152,2878605,3959913,253956792,17.1,59.9781
e70618d69e78e5ac19771a8b35ad751e-shuffling-1-s875444519-of-bench-sat04-428.used-as.sat04-567,TIMEOUT,4584,42288,858658,2051304,173604236,127.42,59.872
d25b135838aaa1f8e4fdb8d3a7bd9006-170154931,TIMEOUT,321,1123,4739322,5941330,255127564,12.92,59.99
cc269d9c63a3ce4434182b9b34e44eb0-VanDerWaerden_pd_2-3-26_644,TIMEOUT,322,55319,904732,1183607,37629784,73.34,59.929
c3fe64d292c1a5d630e17069ef9acc79-ferry5_ks99i.renamed-as.sat05-3994,SATISFIABLE,984,8667,461,1211,32516,11.52,0.010771
9d1dcde4b42f234483eaea05985cbf57-SGI_30_80_18_80_2-log.shuffled-as.sat03-192,TIMEOUT,90,29970,2351455,2892087,16388759,36.65,59.9522
c1aadea60fb84f9fba77d9b076968882-fla-barthel-540-3,TIMEOUT,540,2322,3513188,4449639,260398916,14.4,59.9756
213f41b3c8e24843fa6f5f387b41bf75-x9-02027.sat.sanitized,SATISFIABLE,100,899,34,58,1304,10.91,0.002517
f4270746639ad52545ddad21efe32d6d-bench_2281.smt2,TIMEOUT,17648,58456,789115,1233858,317323849,75.82,59.8945
791a804de9e9cf131322134798e7be9b-rbsat-v1150c84314gyes3,TIMEOUT,1150,84314,364737,760187,40114128,115.39,59.8387
dd6adaa0175c167cce28538e5441c72c-x9-08086.sat.sanitized,UNSATISFIABLE,400,3594,1836670,2279400,164047506,12.88,51.7654
1f693da03f63d7fe318e511fe32fd09d-c880_gr_rcs_w5.shuffled,UNSATISFIABLE,3280,44291,341,447,77137,14.91,0.066452
530c085c79f17ad5b7bb1c1317135a5d-E13N15,UNSATISFIABLE,4740,3821,0,0,135,11.84,0.003153
5bc11eff1843106a6550852416efc4fc-unif-c2520-v600-s1416330042,TIMEOUT,600,2520,3089962,3969832,240090197,14.89,59.9842
0af7c05260193ac818a1f2234ddf8d6a-pbl-00080.shuffled-as.sat05-1325.shuffled-as.sat05-1325,UNSATISFIABLE,288,11602,0,0,14,12.42,0.107996
e1a3adc56e5db514a1cbdca97c2cef43-x9-08091.sat.sanitized,SATISFIABLE,400,3602,48078,65300,4322747,11.05,0.989096
a184aa735d7a73a02afd6b05cff4251f-unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN,TIMEOUT,200,17000,1489944,1938515,33720423,37.58,59.9545
018e0d55855905e9914c4c1af52eea55-fla-komb-520-3,TIMEOUT,520,2707,3424710,4270961,217118178,15.29,59.9863
6db339317c511d2b9d3779d276831f2e-okgen-c2275-v350-s697471184-697471184,UNSATISFIABLE,350,2275,66386,80875,2861362,11.04,0.648137
68dd492303fc8b7ea29e034116c2ed66-rnd_150_42_s,SATISFIABLE,6384,23816,1109347,1605978,191900153,31.73,33.7151
2267d50381a9235859915aeef950b851-okgen-c1290-v300-s1030524958-1030524958,UNSATISFIABLE,300,1290,4129259,4999595,199486384,10.91,48.953
e2dbf917d98399792cbffb749d283858-bench_7943.smt2,UNSATISFIABLE,4854,16293,2009,6167,100302,12.95,0.034142
dfbe4d513e9bdb78b5b9bed3b0729e02-unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE,TIMEOUT,350,1491,4490899,5457127,242235656,11.41,59.9793
e84b00b1f134e0e071a2baf54cfc90e8-ER_400_20_4.apx_2_DC-ST,TIMEOUT,802,49551,342525,538528,22739187,48.8,59.8474
d570c9224575633e574dd4e8f3583252-bench_8707.smt2,UNSATISFIABLE,5697,18872,2265,7165,157376,13.37,0.041174
d9f394b28c8d860b8eaab3b8e36b392d-gencnf-k4-r9.88-v155-c1531-03-S93218917.used-as.sat04-153,TIMEOUT,155,1531,5045174,6023857,132130503,11.73,59.9608
b4f653643791bcbb63d2142f0f18d098-glassy-v249-s948187650,SATISFIABLE,249,1162,200078,248590,8280699,10.91,1.74753
d8754f715284ecb8b5423fea38733cee-unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN,TIMEOUT,10000,42000,460614,1355526,236933731,114.32,59.6278
4c90815c43fa1d2134f26482d3ec33b3-bench_3211.smt2,TIMEOUT,28489,92489,620035,1035481,305235593,89.38,59.8784
095c4cfbf18326c010e9e5d8ae652970-fdmus_b15_296,UNSATISFIABLE,6408,18313,7567,14173,1754226,13.49,0.245033
da7a564a661110a17274c2082c83d5de-bv-term-small-rw_848.smt2,TIMEOUT,7732,23282,451969,646680,289147749,28.8,59.9511
8d3a925088bb4dd3a61b44ae567da8fc-unif-r4-v500-c2000-06-S1262448545.used-as.sat04-6,SATISFIABLE,500,2000,1449177,1855393,103854608,11.62,22.5584
a822ae16f8c6576eb1aa8f004142dd40-ferry6_ks99i.renamed-as.sat05-3997,SATISFIABLE,1425,14454,2351,5656,249182,12.08,0.034442
6a2c767c1048cccf39ea2dabe754c990-x9-09034.sat.sanitized,SATISFIABLE,450,4047,1014467,1288083,98926871,12.33,30.0406
36a132f02c256d4b8bd16483deb842fc-lei450-05b-05,SATISFIABLE,1350,29570,302911,587715,29217128,28.45,12.5678
a3bbdd234e596eafa73c5476f2a83e0d-unif-k7-r87.79-v94-c8252-S2945745782081751086,TIMEOUT,94,8252,2277700,2670347,30024797,22.41,59.9746
bcf7d8f6cdc89765791a4967a8bbce54-unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE,TIMEOUT,60,5340,3027799,3404939,28922604,15.47,59.9808
3c78f599b3d760e9b4e6a262d3d7dda6-gripper14u,TIMEOUT,4584,40704,946421,2399854,178861360,145.32,59.7056
efb77a5852974af1dcfab891239b4221-fdmus_b20_250,UNSATISFIABLE,4359,12096,11648,34408,941543,12.62,0.152991
64b1e8a7ed3bb11d40f253ae4731425e-unif-k5-r21.117-v335-c7074-S8652821661006282717,TIMEOUT,335,7074,1961925,2654695,76611246,25.74,59.9752
ade83d7445efe111ba5130d586f281d6-unif-c1400-v350-s1555423384,SATISFIABLE,350,1400,106919,134880,5994183,10.91,1.12735
4f71db1328216a5a4dda6c6a3e19b46f-iso-ukn003.shuffled-as.sat05-2677,UNSATISFIABLE,2016,8019,18150,26777,733384,11.97,0.245504
c220d9824483772797d2d990b2a6a77a-mod2-rand3bip-sat-240-2.shuffled-as.sat05-2204,TIMEOUT,240,960,4275917,4698514,291278974,10.93,59.9731
0684c9b8439112b0e3202dc1f13bae65-unif-k5-r21.3-v90-c1917-S785082413-028,TIMEOUT,90,1917,5013309,5797318,78372245,11.46,59.9911
52a9f12c6fb938ec95923268f07d48d0-prime_200560490131,TIMEOUT,4586,24774,720682,910985,221284043,24.29,59.9582
cf5cb637eb7138ad665cdf9269239d83-SGI_30_70_23_60_1-dir.shuffled-as.sat03-158,TIMEOUT,690,57518,231514,427161,16514812,89.07,59.8585
67664d68557b4f944575ca5787b08ff3-4pipe_2_ooo,UNSATISFIABLE,4941,82176,412656,1127550,87115244,76.68,15.4788
0fa89c06d1b8bfa57b7d06a0ccec045e-bench_3096.smt2,SATISFIABLE,20220,67920,494566,810747,237158988,88.16,43.1567
bedbe6e9374e53d7c5b371a5d7b4384a-4col280_9_10.shuffled,TIMEOUT,560,4993,3078600,12408157,174902862,22.9,59.9429
5a8ae4300e5bee0e1a8e9c53bf93e273-arles_thres20_p10_r7508,UNSATISFIABLE,2320,8240,0,0,1274,11.84,0.004819
94833a9e9b5feca8f4cd409141d3e2d0-urqh1c2x5.shuffled-as.sat03-1460,UNSATISFIABLE,44,276,1111498,1661374,7518692,10.91,2.49712
a7ca868435679aab9aa0034c5e9668d2-gencnf-k7-r88.7-v97-c8603-03-S1096073762.used-as.sat04-263,TIMEOUT,97,8603,2222236,2617425,29868253,24.99,59.9574
889dc20173f8c7b5c9dde9706b58473f-unif-k7-r87.79-v133-c11676-S778365456112763435,TIMEOUT,133,11676,1798539,2203723,30332564,30.12,59.9695
4feb993596ea3bc1a963797e30e4a564-x9-07094.sat.sanitized,SATISFIABLE,350,3162,15274,21741,1251571,11.05,0.254565
993c5f0425ea080cc982869668f42bcf-fclqcolor-16-11-11.shuffled-as.sat05-1269,SATISFIABLE,472,17627,102,373,3174,12.18,0.027366
ce7ab90fd75c6529605f72f4c544a317-unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE,TIMEOUT,70,6230,2752196,3133796,29301712,19.01,59.9318
7bc8e1e13a2ac6739c00e5ef976e397f-bench_7991.smt2,UNSATISFIABLE,5312,18138,2054,6017,108855,13.04,0.035511
07037b045d5d9dd7d777fa8a3b0366a3-unif-k5-r20-v700-c14000-S1192890414-033,TIMEOUT,700,14000,1277628,2015501,83389066,52.97,59.9464
bd19da88800086971e554e9d66bc641d-stb_588_138.apx_1_DC-ST,TIMEOUT,1176,13472,845464,1112148,145142161,19.94,59.97
5c0f3b7e97b81580b02d4d49c4678f05-x9-09037.sat.sanitized,SATISFIABLE,450,4044,234002,305494,23331485,11.23,6.13732
8eafa34237765cbef6cfeefd7ec5247f-fdmus_b17_401,UNSATISFIABLE,4059,11291,9502,15441,1356903,12.41,0.221309
7df66894fe6fbd7e6416faaadb50ba73-sted5_0x24204-60,TIMEOUT,2345,61855,489116,700221,89578499,95.47,59.8497
8a4c87337bc151a860f6c0153231e629-x9-11013.sat.sanitized,TIMEOUT,550,4949,1615008,2126567,181098105,15.67,59.9815
5b5dfab02ce5c12a50be3bc7d7cc42c7-pcmax-scheduling-m15-2352-13561-SAT.sanitized,TIMEOUT,2351,13401,1255169,2017633,106869267,50.59,59.8563
07db9248a046677aa28dc35cb46a6ea1-fdmus_b15_305,UNSATISFIABLE,6903,19708,7668,13259,1610017,13.64,0.233572
aa25de1811e3681e14b6f1a75a40965a-unif-k3-r4.26-v600-c2556-S1720013904-060.UNKNOWN,TIMEOUT,600,2556,3153075,4038232,240373139,15.47,59.9564
d2e7737034d79042e174e18a834d7c1e-fdmus_b22_93,UNSATISFIABLE,2628,7213,5605,10192,362872,11.85,0.064844
77af8f42a0e3d0f002b2a26d810b0dfd-bench_5292.smt2,TIMEOUT,14605,46971,780736,1170751,323405756,56.41,59.9009
b641ced9b01efd6fb2e8ade284e6474e-x9-12064.sat.sanitized,TIMEOUT,600,5400,1555331,2099287,185264354,17.4,59.9428
785a7ea108560b5f96cfb5d48e9bc328-fla-barthel-480-1,SATISFIABLE,480,2064,2417722,3037658,165808955,13.25,38.7965
450639bc46c0c4e79d024376063f274a-gripper12u.used-as.sat04-424,TIMEOUT,3352,27324,937865,1950447,185390359,73.57,59.8963
0d731f2bad7e6cfb784c31dcd7c67d21-unif-k6-r43.37-v86-c3730-S6284307772531853672,TIMEOUT,86,3730,3542581,4100967,48255998,16.58,59.9831
b3dd2dfe626ec290ed4337dc824851ea-unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE,TIMEOUT,60,5340,3060926,3441711,29269530,15.29,59.9847
de0d7661b6b670fa12454582f29ad008-c2670-s,UNSATISFIABLE,2864,7435,3921,11841,176143,11.85,0.044322
1cf67760092ebabc1bb42706fb8d43dc-urqh2x2.shuffled-as.sat03-1470,SATISFIABLE,18,95,12,21,64,10.79,0.000155
28991e85ab5e76226c0041653bde1233-commutativity.c,TIMEOUT,7867,34899,412649,664913,341693649,59.78,59.9324
f15059d81c66447e21458057acdd7b51-manthey_DimacsSorterHalf_37_9,TIMEOUT,8680,31088,393701,742079,276440453,119.49,59.8092
9bcc9952482bd8811663c79b3e64c12d-s15850,UNSATISFIABLE,8534,21296,15317,249155,1838365,14.21,0.323784
58770f651094108c66316c564fafa8af-manthey_DimacsSorterHalf_28_4,TIMEOUT,3666,11883,834891,1035605,302629990,21.13,59.9291
07ef18df9dba70fdd92316b51caf7634-hidden-k3-s1-r5-n550-03-S420099363.shuffled-as.sat03-1012,TIMEOUT,550,2750,3289976,4132155,227474882,15.61,59.968
ab5fa3b44ecf5b54d5b4b73bcf110f8f-unif-c1050-v250-s746993280,SATISFIABLE,250,1050,160261,194976,6936670,10.91,1.35921
5b1954c4bca07a565ff3f83bc8de4b4a-bench_157.smt2,TIMEOUT,28489,92522,625449,1071115,286056399,78.96,59.9018
6e8f220d517f329435163436998ccf0c-rbsat-v945c61409gyes9,TIMEOUT,945,61409,360458,635697,39139148,125.23,59.8469
760bb3dd8f0b01339f22ea2d97dddebc-rope_0200.shuffled,UNSATISFIABLE,7200,16800,407524,1709282,12460124,18.07,3.01154
0f511f22d013d6559dff68fbd2cf2a6b-bench_246.smt2,UNSATISFIABLE,480,1477,71,410,2934,11.05,0.00292
a0bf68dcb41add6451f9c16f5573c080-shuffling-2-s146112674-of-bench-sat04-328.used-as.sat04-588,TIMEOUT,9540,61421,486017,1430146,310937881,111.56,59.896
e7fbd31789c9cded0bb23b3e1e6b83f2-mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07,TIMEOUT,270,1080,4234881,4688009,289120339,11.9,59.9775
b6f07dc068c57d63095fc1097161cd1c-tseitingrid6x155_shuffled,TIMEOUT,1860,7440,10355352,30046632,106271397,103.45,59.9148
a10dd3418dbb7c7af5f9a2df85674ff4-unif-c2925-v650-s5587730,TIMEOUT,650,2925,2961520,3798336,233625292,17.75,59.9731
6cc3bed2a2b38c8c057a5980224f8f1e-modgen-n200-m90860q08c40-22556,SATISFIABLE,2200,9086,397185,738703,80305387,16.39,13.2556
10f986725b6fa17bc9c8ed91f76d7ba1-x9-06005.sat.sanitized,UNSATISFIABLE,300,2700,41041,50433,3092320,11.05,0.671805
ebd5c78f08ef9e036cddfa45fd71aee7-qg6-11.shuffled,UNSATISFIABLE,1331,42953,1712,2038,306252,13.58,0.101295
72d9db56ff894d909ba54cd62f350365-unif-k7-r87.79-v75-c6584-S8373712916641488574,TIMEOUT,75,6584,2623825,3006311,29425833,19.26,59.9827
198f94ece5fdc9536a28afc3063bdcf6-quad_res_r29_m32,TIMEOUT,5740,26183,594034,869928,299472396,43.52,59.9714
f4064d73fd6e69caf154046e61fea7b8-cliquecoloring_n18_k7_c6,TIMEOUT,387,9088,6617563,19490598,139366619,43.29,59.9546
8e4b514895207daa9d69368930b4d607-gto_p50c311,TIMEOUT,623,4086,3951981,5519122,99361042,15.28,59.9844
6d4e58da5676987a5061cf31d12226d5-hgen3-v450-s356974048,TIMEOUT,450,1575,3758187,4874534,254376449,15.38,59.9578
531684b79f1a8e19cf14d091d0b7c934-gt-018.shuffled-as.sat05-1292,UNSATISFIABLE,324,5066,132912,205104,2330393,11.34,0.88734
254b88de91fa4e3e0bff1df62eb7f4dc-Ptn-7824-b14,TIMEOUT,3711,13979,1293218,1675199,229048881,24.27,59.9691
fff7c50fd822a510a5ec350a0f9ce0a9-fdmus_b21_248,UNSATISFIABLE,4533,12583,19452,52527,1557160,12.76,0.236156
7e98d797945c25bb3020cf7b48968d4e-connm-ue-csp-sat-n600-d0.02-s1676244754.used-as.sat04-957,TIMEOUT,580,7153,1971014,2212254,149656240,16.1,59.9754
13b5ed268cd08eab0ffa0522184f7068-unif-k5-r21.3-v175-c3727-S110935064-075.SATISFIABLE,TIMEOUT,175,3727,3118589,3836470,77731080,18.77,59.9735
ae9b7950ef1513068bb9339893ec8c50-WCNF_to_alien_14,TIMEOUT,448,5562,1256489,1721580,47878663,32.12,59.9866
fea0f926e766ccba7c7dc261084ecbd0-16_16_default_mapped_ultra_and_and_dadda_mapped_bit28,TIMEOUT,3166,10210,1219635,1584921,268643342,20.15,59.9832
74bc10eb402f8e25793315413fbdf5dd-unif-k3-r4.267-v6600-c28162-S3797084160407151089,TIMEOUT,6600,28162,653495,1510029,251058148,118.02,59.7599
848ff8c09f3335c1e9fa874dba9222e2-hid-uns-enc-6-1-0-0-0-0-17054,TIMEOUT,1908,5827,1864610,3615793,324870942,30.16,59.9221
3cc017c839251436eae88f50531d16b4-fdmus_b22_105,UNSATISFIABLE,4587,12670,21508,46933,1402857,12.76,0.253125
a42cd1212ff6dea92952c6d88d15ad68-x9-02030.sat.sanitized,SATISFIABLE,100,900,155,201,4946,10.91,0.002207
7fea4bfa0cb1e15dffbcf1ac6f5741a5-x9-02085.sat.sanitized,SATISFIABLE,100,901,67,89,2407,10.91,0.000841
ab0bb50132be3a1b2ca9f72fa369bd11-fdmus_b20_487,UNSATISFIABLE,3195,8709,9678,23675,601818,12.16,0.105491
eacc395ad0ff3a78fdc9e2a6accaefe7-rbsat-v760c43649gyes10,TIMEOUT,760,43649,843965,1222636,64080281,85.57,59.8875
b69742f8de402121f41f809f2916ad05-hardnm-L19-03-S1349471586.shuffled-as.sat03-917,SATISFIABLE,361,1444,35487,42869,3398111,10.91,0.508025
ec73c873e25ab44c5f7dec0afa3d4a95-fla-qhid-240-2,SATISFIABLE,240,1320,480,614,20181,10.91,0.004265
1ecad7d61fb597eec8e3a51b68d68b2b-unsat-pbl-00070.sat05-1324.reshuffled-07,UNSATISFIABLE,257,7374,0,0,10,11.59,0.057022
b862f2dddbc93dabf6a3a6eeca22d468-VanDerWaerden_pd_2-3-22_464,TIMEOUT,232,28991,1376889,1731137,44986021,38.23,59.9684
a105da2a2522b063a7ff9845c46e358b-pmg-14-UNSAT.shuffled-as.sat05-3942,TIMEOUT,577,1922,5237906,6735910,202804613,17.74,59.9333
4b3bfeb960a3addc0214bfd89deaa519-qg6-12.shuffled,UNSATISFIABLE,1728,66196,9811,11307,2225647,15.14,0.499127
e9bd4a210195e83cf64cae1aaf5a36a0-size_5_5_5_i251_r12,TIMEOUT,3220,12314,2077943,2889134,274538700,35.31,59.9701
691e8030e2ad2027f1be085304650045-SGI_30_70_29_50_3-log.shuffled-as.sat03-180,TIMEOUT,145,60814,2278660,3067278,14279617,56.96,59.9544
67158b829ad61fbc3ae12f9fafe2de3c-squ_ali_s10x10_c39_abix_SAT-sc2017,TIMEOUT,1672,5262,2275096,2980565,321662727,19.07,59.9585
0c6668acd1099a9520f85e1146be518b-okgen-c2000-v500-s763503299-763503299,SATISFIABLE,500,2000,1017912,1302514,73306560,11.04,15.0551
308d073482ab236e8c85708345d1fa6c-fla-barthel-500-5,TIMEOUT,500,2150,3601579,4545727,253849445,14.49,59.9759
3c478ebdab8d303092895c0bd89d2dc3-unif-k5-r21.3-v110-c2343-S1376127278-008,TIMEOUT,110,2343,4557141,5368553,82613705,13.74,59.9615
f65e81263293d4f04b04b9ba1692d297-equilarge_m5.used-as.sat04-902,TIMEOUT,2705,11277,1403184,1554823,412213513,26.28,59.9534
be1d7bb46746871a8ab8785b82eef8fe-equilarge_l3.sat05-520.reshuffled-07,TIMEOUT,4496,18591,927600,1081117,450317584,36.79,59.9746
a8b438a2f5fe457870b899d399d9f1b3-fla-qhid-440-3,SATISFIABLE,440,2420,5342,6997,311952,11.05,0.052
6ad17a67e2c6424df0dabf08f9cc643f-fdmus_b22_585,UNSATISFIABLE,2457,6630,9516,18157,540753,11.8,0.089452
c97cd77b4cd193af1aff5d67ee9d6204-bench_3045.smt2,SATISFIABLE,23489,78384,393634,688517,163304618,45.64,30.9338
81b6bb00e853696e0113ae9df26b2e4d-unif-k3-r4.267-v10800-c46084-S6779933609683781784,TIMEOUT,10800,46084,474408,1405640,254931180,115.84,59.6934
cac95831ddb9888fb6f284ff0ec670de-unif-k3-r4.25-v400-c1700-S2032726331-082,TIMEOUT,400,1700,4227598,5242948,252177422,12.36,59.9919
288918061670a62d8b4052c79ffd4558-okgen-c2250-v500-s250255539-250255539,TIMEOUT,500,2250,3624547,4537446,240404471,14.2,59.9796
c06acc13e033e049613a33b32f24754a-okgen-c1260-v300-s913778056-913778056,SATISFIABLE,300,1260,370402,458127,18372971,10.91,3.65435
b94fababbea91a7c3c7abbaef86276a4-unif-c2150-v500-s1121865562,TIMEOUT,500,2150,3588983,4536139,249518284,14.24,59.9832
c8ec0b61cadcb715e0cd54e1412d3f08-hypercube6.shuffled-as.sat03-1436,TIMEOUT,192,2048,12042538,20559324,87014460,23.82,59.972
a3edf80a2e6ef6cf8a4dc01027871ab5-unif-k4-r9.729-v2800-c27241-S2473263568315593031,TIMEOUT,2800,27241,762740,1772631,144083717,117.51,59.6621
4cd3108277d7e64184cb1d590fc77b8c-unif-k3-r4.267-v10200-c43523-S2717429653000155458,TIMEOUT,10200,43523,501530,1388710,258844927,166.26,59.6552
6e1a8f609f8fb155f86a7d5badd6996e-bench_17878.smt2,UNSATISFIABLE,6117,21006,2338,6905,141523,13.54,0.042708
1fdfd8db81b653accda455b7f163a798-hgen3-v550-s1180212793,TIMEOUT,550,1925,3307556,4385548,255894680,16.02,59.978
461aea82df7b09b91bf68b0a84c320fc-bench_1806.smt2,TIMEOUT,25148,81945,711218,1176029,299678807,91.21,59.8879
38584b801a03d830fa4ea1a714d838c8-unif-k3-r4.2-v16000-c67200-S51132115-023,TIMEOUT,16000,67200,356204,1442883,252890029,165.64,59.6892
efab0280498c7566fb3263f706100975-okgen-c2520-v600-s1321480857-1321480857,TIMEOUT,600,2520,3194208,4103691,248052290,15.44,59.9732
76cce12eea59dbe1beda82ffa095138f-x9-11030.sat.sanitized,TIMEOUT,550,4947,1634506,2176970,182806157,16.42,59.9638
1c1c13d44759389ffe6d87e2719032ed-fdmus_b21_131,UNSATISFIABLE,3600,9924,15542,31508,926652,12.31,0.174571
f7d1d40e5ac75fe3abcf8b19437d33ec-clqcolor-10-07-07.shuffled-as.sat05-1242,SATISFIABLE,185,2432,6,71,259,11.04,0.004628
cc15421df4243c2573b5b5cbd880862c-hgen8-n320-01-S1432474240.shuffled-as.sat05-483,TIMEOUT,320,486,6880191,9492572,205266367,10.91,59.9494
5ff448c137a5756505dd59c7eec58b80-okgen-c1400-v350-s1202211129-1202211129,SATISFIABLE,350,1400,15392,20163,856630,10.91,0.14502
e2e9654dc4b662334e14ecf180c472e5-unif-k3-r4.2-v19000-c79800-S1106616038-10,TIMEOUT,19000,79800,283797,1290072,225063084,257.7,59.6932
6a810aada46289596b04174a91d5c112-AProVE07-15,UNSATISFIABLE,21104,73465,142442,250545,52915648,41.02,10.3502
bbb59e7fc428ab3072d030b6324dd0cb-unif-k3-r4.267-v7200-c30722-S1122780994569580424,TIMEOUT,7200,30722,509282,1190047,207020012,148.57,59.7867
f759c91ecba5dd6e5cc5dd212ce25139-x9-08054.sat.sanitized,SATISFIABLE,400,3603,250256,325322,22487590,11.05,6.03687
f4a3d7e02d31850029f882aadcebf258-SGI_30_70_25_50_7-dir.shuffled-as.sat03-161,TIMEOUT,750,59100,199976,361531,17330865,85.48,59.7312
bd183106f721f106ae9df56b703ccee2-gencnf-k7-r88.7-v110-c9757-02-S941582236.shuffled-as.sat03-1779,TIMEOUT,110,9757,2038175,2443326,30000487,24.05,59.9576
d461afb12ff47b61b1d4553ffeee2c0c-rand_net40-30-5.shuffled,UNSATISFIABLE,2400,7121,23716,37955,4902496,11.9,0.70366
1c2bf00c20f52a7b6839cae4aa7bb1ea-arles_thres20_p30_r2559,UNSATISFIABLE,5920,13108,0,0,3743,12.54,0.005087
ed467900ebbac525d7130ba5111cf5b7-unif-c1600-v400-s254398717,SATISFIABLE,400,1600,1088536,1358956,66790775,10.91,14.4209
39ec1dfeb8ec364dedbd4f9d68879ea8-x9-06036.sat.sanitized,SATISFIABLE,300,2698,15124,20248,1110984,11.05,0.231119
6d2325d84ab38b8297366256c10c0198-SGI_30_70_23_60_1-log.shuffled-as.sat03-159,TIMEOUT,115,47536,2420634,3192428,14728643,45.01,59.928
464af54c6a317da69924079f7a2b6b85-bench_1196.smt2,SATISFIABLE,25148,84159,369374,674419,153768399,75.27,30.1753
0091ac9434f528a4007d82d2443d2dc9-ER_500_10_2.apx_2_DS-ST,TIMEOUT,1002,38697,314150,569955,31830017,72.94,59.9045
b3387507508cc1c119c068691e9753ca-unif-k7-r85-v200-c17000-S970203146-047-UNKNOWN,TIMEOUT,200,17000,1422396,1848596,32085273,37.82,59.9532
908d8d1bf9a88041a041581da995fcdb-unif-k7-r85-v180-c15300-S793713844-14,TIMEOUT,180,15300,1534385,1966390,32160541,33.38,59.9675
57158649e054e46e2a850a06531fef51-bench_2270.smt2,TIMEOUT,28489,91072,595940,976887,279360239,89.31,59.9186
d2b50ad1ddc5b34b7a2207f380291ceb-unif-k7-r87.79-v130-c11413-S6791911263944777579,TIMEOUT,130,11413,1839498,2249451,30587001,27.49,59.9593
eddd68e14d69cce7190b99f4e7abdafb-x9-10098.sat.sanitized,TIMEOUT,500,4496,1699085,2211489,176582705,15.36,59.9623
530efc45741e6bbd03af90fecdc0db70-fdmus_b20_387,UNSATISFIABLE,4803,13148,25167,64190,1778755,12.93,0.31097
dcdc3d1d35c7ecee04826b8361f0d08b-stable-400-0.1-5-9876543214005,TIMEOUT,400,30584,298196,509087,10597413,72.46,59.8653
41c7f14ffe419218216da60762406f52-bench_3133.smt2,TIMEOUT,23489,78326,641285,1038848,298517265,87.89,59.9168
fb5f3e6850fdd31339fa860b5c8bf883-rope_0005.shuffled,UNSATISFIABLE,180,420,3559,6634,67495,10.91,0.014705
4414238531ae4fac5c0300b2603ba84d-OKgenerator_s0=32s1=20n=220l=7cp=18700-Dnr0=0nr1=9-o.shuffled-as.sat05-1635,TIMEOUT,220,18700,1318845,1743059,31912159,58.14,59.9574
f66dfaacd803b6091805512d323b74c8-3col280_5_1.shuffled,SATISFIABLE,560,2371,144474,187599,17608929,11.04,3.87933
2d35091e4c67c991fa7abb87988af15c-x9-11087.sat.sanitized,TIMEOUT,550,4946,1616156,2111862,183801432,16.01,59.899
87515e169a8ac418aacf8bf9282ec508-bench_1437.smt2,UNSATISFIABLE,22186,77487,240846,732908,26035527,48.11,7.48686
a66fe20eef25b41691bcba3b8d559c83-modgen-n200-m90860q08c40-18972,TIMEOUT,2200,9086,1530707,2555791,335202182,24.8,59.9755
f46d01dda6d1a7e68f2fe0b8230051ca-fdmus_b17_1486,UNSATISFIABLE,8175,23169,686,1216,294818,14.25,0.060009
c541c7c6b0167540a447c68bd566b619-bv-term-small-rw_690.smt2,TIMEOUT,7877,23715,506098,701607,312357838,35.23,59.9744
730a1701db71c4730a67005f9e29657d-mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07,SATISFIABLE,210,840,3778154,4123016,214245227,10.91,46.1756
36798bccb50dd6cb083b0117f8577840-fdmus_b15_458,UNSATISFIABLE,7314,20821,292,627,128524,13.96,0.04154
5f5274cc1018499e0805e9c2e4ca874a-fdmus_b15_286,UNSATISFIABLE,4536,12797,6334,9778,991235,12.66,0.164571
00e45ab8a1baf16155af6e59c3df5dbb-x9-11092.sat.sanitized,TIMEOUT,550,4950,1626418,2155136,182392100,16.37,59.978
a5e71d3ade64c68c244a4446998442a2-hwb-n26-01-S1957858365.shuffled-as.sat03-1622-sc2002,TIMEOUT,172,832,7483818,8846823,235689782,10.91,59.9928
027761d107a7927810afd569bfd81a4e-okgen-c2925-v450-s267765658-267765658,UNSATISFIABLE,450,2925,636958,779047,32090757,11.04,8.32292
bb2e7159878c69669b7c2a3ebf9014cb-bench_1877.smt2,TIMEOUT,21680,69354,751236,1257278,316335870,91.13,59.9002
1a92907cdec0528583a8f49a818b406d-BubbleVsPancakeSort_8_4,TIMEOUT,3013,10434,1766482,2618140,303290831,21.5,59.9721
b9fbffd027c0b0460502aca8ed7b48a4-bench_9411.smt2,UNSATISFIABLE,19867,69625,234282,324311,17394236,31.82,6.89646
45f40372f9177e018f480f48229f21bb-combined-crypto1-wff-seed-24-wffvars-450-cryptocplx-40-overlap-2,TIMEOUT,1729,21678,1321019,1635710,84047677,35.16,59.9668
